Doctor ID,Doctor Name,Gender,Specialty,Department ID,Years Of Experience,Hospital Affiliation,Clinic Name,Phone Number,Email,License Number,Is Active
74490,Robert Heath,Female,Pediatrics,3,14,Horne Group,"Ho, Stewart and Brown",516-523-5056x579,bruce94@yahoo.com,LIC-100174,Yes
33479,William Bass,Male,Neurology,5,20,Rogers-Schroeder,"Cameron, Rogers and Washington",001-652-353-2931x1639,brian27@hotmail.com,LIC-100175,Yes
30914,Diane Garcia,Female,Pediatrics,3,18,"Alexander, Bennett and Mack",Kennedy-Hill,847.297.7695,richard61@gmail.com,LIC-100176,Yes
42063,John Gonzales,Male,Cardiology,2,5,"Ellis, Moore and Hall",Hardin LLC,3329685018,elizabeth60@hotmail.com,LIC-100177,Yes
140,Mr. Lucas Hamilton,Female,General Medicine,1,24,Maddox PLC,"Evans, Watts and Cole",+1-609-088-0991x09887,anthonymorgan@berger.org,LIC-100178,Yes
64615,Frederick Schultz,Male,Neurology,5,31,Holland-Rivera,Jenkins-Peterson,5050272636,steven76@yahoo.com,LIC-100179,Yes
53169,Mary Marshall,Male,Cardiology,2,14,Howard-Morrison,Hendricks LLC,4798559568,cliffordmartin@rogers.com,LIC-100180,Yes
17429,Jeffrey Lozano,Male,General Medicine,1,13,Pena-Ramirez,"White, Rodriguez and Thomas",304-862-4473x223,ebonyfowler@hotmail.com,LIC-100181,Yes
50726,Jason Navarro,Female,General Medicine,1,19,Thomas-Ingram,Ferguson Inc,241.496.9358,andrew90@jones.org,LIC-100182,Yes
96340,Martin Phillips,Female,Neurology,5,7,"Warren, Braun and Macdonald","Moody, Castillo and Cole",(941)792-8475x06926,lhubbard@patel-watts.net,LIC-100183,Yes
23339,Alexis Johns,Male,Pediatrics,3,7,Clark-Fowler,Martinez-Lynch,884.713.4373x1712,benjaminwilson@hotmail.com,LIC-100184,Yes
63746,Nicole Jones,Female,Cardiology,2,28,Armstrong-Brown,"Mcdaniel, Fleming and Wong",(991)602-3322,chaneykrystal@weber.com,LIC-100185,Yes
10317,Mary Phillips,Female,Orthopedics,4,1,Harris-Perry,"Stone, Petersen and Wilson",+1-545-576-5752x81332,rubiobrenda@gmail.com,LIC-100186,Yes
79229,Shannon Garcia,Male,Cardiology,2,21,Simmons-Roth,Davis-Fleming,001-474-878-3025x4780,thomas47@cooper.biz,LIC-100187,Yes
71769,Travis Fuller,Male,Neurology,5,19,Williams Inc,"Ward, Combs and Gamble",001-822-077-5711x30909,marie20@gmail.com,LIC-100188,Yes
87049,Barbara Fitzgerald,Male,General Medicine,1,35,Dixon-Moore,Thompson-Taylor,(627)037-7949x5566,qdavis@church.com,LIC-100189,Yes
34112,Julia Franklin,Male,General Medicine,1,23,"Edwards, Gray and Baker",Reese-Roberts,239-675-9195x1115,reynoldsvanessa@lopez.com,LIC-100190,Yes
93121,Richard Price,Female,Pediatrics,3,12,Blevins Inc,Cooper Inc,673-848-8266x5162,reginald37@hotmail.com,LIC-100191,Yes
5122,Brad Lee,Female,General Medicine,1,17,Griffin and Sons,Bryant and Sons,001-022-512-4446x482,andrewfernandez@bryant.biz,LIC-100192,Yes
78013,Alexis Harris,Female,Neurology,5,7,Chaney-Carter,Murillo-Anderson,129.148.4004x58624,bhoward@rivera-west.net,LIC-100193,Yes
49920,Charles Suarez,Male,Cardiology,2,39,Byrd-Lindsey,Golden-Evans,001-919-623-5829x90114,jacobwalker@gmail.com,LIC-100194,Yes
19853,Mrs. Michelle Gonzales,Male,General Medicine,1,6,"Miles, Stewart and Yates","Sexton, Rivas and Dyer",(262)244-0988x7952,toddalyssa@hotmail.com,LIC-100195,Yes
34080,Ryan Reynolds,Female,Cardiology,2,12,"Ellis, Martinez and Boyd",Stevenson-Watts,360-171-5149x7866,dlong@gmail.com,LIC-100196,Yes
3760,Rodney Savage,Female,General Medicine,1,3,"Villa, Black and Stewart",Olson Ltd,808-665-9651x8723,dfleming@gmail.com,LIC-100197,Yes
31931,Brittany Johnson,Female,Neurology,5,37,"Cooley, Torres and Richard",Burnett-Davis,001-753-419-2211x0060,sarahosborne@hotmail.com,LIC-100198,Yes
15996,Benjamin Navarro,Female,Cardiology,2,10,"Rice, Rodriguez and Wells",Jackson-Patel,001-648-618-8741x5941,flawrence@yahoo.com,LIC-100199,Yes
29584,Bryce Malone,Female,Pediatrics,3,32,Haney Ltd,Miller-Roberts,105-783-8055x7087,millerrichard@hotmail.com,LIC-100200,Yes
83544,Mr. Benjamin Charles MD,Male,General Medicine,1,17,"Baxter, Carr and Terry","Henderson, Harper and Williams",001-792-041-8623x992,kspence@hotmail.com,LIC-100201,Yes
22120,James Baldwin,Male,Orthopedics,4,17,Howard LLC,White-Singleton,3173697938,ipeterson@hotmail.com,LIC-100202,Yes
37470,Brandon Young,Female,Neurology,5,25,Jones Group,Hill and Sons,407-119-7862x26064,gravesomar@hotmail.com,LIC-100203,Yes
69257,Terry Martinez,Female,Cardiology,2,7,Adams-Burnett,"Watkins, Guerrero and Davidson",5530634261,richard21@yahoo.com,LIC-100204,Yes
96559,John Payne,Male,Neurology,5,5,Fields-Simon,Johnson-King,093.757.4842,rhodesjames@yahoo.com,LIC-100205,Yes
93997,Julie Steele,Male,Cardiology,2,39,Olsen-Tran,"Taylor, Garrett and Nunez",416-284-0521,desiree12@yahoo.com,LIC-100206,Yes
57972,Angel Wright,Female,General Medicine,1,10,Davis-Walker,Baker-Davis,+1-712-907-0107x1466,michelle54@weaver.biz,LIC-100207,Yes
33879,Matthew Stewart,Male,Cardiology,2,12,"Fisher, Hines and Holt",Gomez-Clark,5761675870,millerdaryl@yahoo.com,LIC-100208,Yes
91480,Sheila Chandler,Male,General Medicine,1,37,Long Group,Morris LLC,592-329-4893x843,mooretimothy@johnson.com,LIC-100209,Yes
79204,Steven King,Male,Orthopedics,4,31,"Moss, Phillips and Griffith",Davis Ltd,(835)870-1098,james70@gmail.com,LIC-100210,Yes
87947,Patty Miller,Female,Orthopedics,4,17,Tran-Smith,Patel-Jones,707.832.1386,courtneytaylor@lester.com,LIC-100211,Yes
32060,Valerie Welch,Female,Pediatrics,3,25,Wiggins-Wood,Willis-Decker,8872461409,christopher28@hotmail.com,LIC-100212,Yes
79095,Brent Moore,Male,Neurology,5,32,Koch-Ortega,"Ewing, Lane and Michael",(288)563-9204,josephsutton@yahoo.com,LIC-100213,Yes
85722,Lynn Hill,Female,Neurology,5,30,Martin-Lambert,Lee-Walters,9587995967,lauriesmith@mcbride.com,LIC-100214,Yes
15252,Christina Winters,Male,Orthopedics,4,1,Sims-Blevins,"Rivera, Armstrong and Sandoval",001-855-839-4654x9795,david84@yahoo.com,LIC-100215,Yes
58674,Corey Hester,Male,General Medicine,1,4,Kaiser-Byrd,Jennings-Wall,+1-078-993-2289x10551,brianna00@mccoy.com,LIC-100216,Yes
2614,Tonya Mathis,Female,Neurology,5,32,Gordon PLC,Smith Ltd,(314)371-8046x0679,taylorchristopher@green.com,LIC-100217,Yes
4093,Shannon Watkins,Female,Neurology,5,33,"Dalton, Horton and Zhang",Odonnell and Sons,873.682.9035,jhill@gmail.com,LIC-100218,Yes
74977,Darlene Stewart,Female,Pediatrics,3,14,"Hopkins, Nelson and Mccormick","Dixon, Carter and Reyes",7881634395,jefferysnow@ray.com,LIC-100219,Yes
24246,Cynthia Wallace,Female,Cardiology,2,3,Sanchez-Hicks,"Davis, Edwards and Ward",+1-024-453-5939,barrcatherine@miller.com,LIC-100220,Yes
92370,Jessica Coleman,Male,General Medicine,1,15,Acosta and Sons,Gutierrez Group,(770)735-8267x819,melissaunderwood@thompson.com,LIC-100221,Yes
78414,Dustin Fitzgerald,Male,Neurology,5,19,"Spencer, Willis and Myers",Moreno PLC,+1-552-642-3717,clloyd@hotmail.com,LIC-100222,Yes
28458,Lisa Moreno,Male,Cardiology,2,31,Bishop Ltd,Wilkerson LLC,5628295370,jessica43@sandoval.biz,LIC-100223,Yes
47108,Lori Bell,Male,General Medicine,1,16,Garcia-Cox,Moore Group,001-436-931-5546x4345,jacqueline04@hotmail.com,LIC-100224,Yes
31706,Mary Edwards,Male,Pediatrics,3,28,Bishop LLC,"Heath, Perez and Thomas",799.956.9005x0281,eboyd@sandoval.biz,LIC-100225,Yes
27404,Nathan Norton,Female,Cardiology,2,33,Turner LLC,"Blair, Mendez and Snyder",703-994-0420x900,sandranewman@gmail.com,LIC-100226,Yes
73437,Kayla Hanson DDS,Male,General Medicine,1,24,Parks-Salazar,"Pitts, Martin and Willis",2984619967,cohendavid@hotmail.com,LIC-100227,Yes
86526,Vincent Sanchez,Female,General Medicine,1,39,Williams PLC,Bailey PLC,001-137-636-2362,sandrawalker@gmail.com,LIC-100228,Yes
31135,Anne Anderson,Female,Cardiology,2,34,Chan-Turner,"Golden, Bruce and Dominguez",001-717-258-9083x967,vperez@sherman-kline.biz,LIC-100229,Yes
97280,Kyle Harrison,Female,General Medicine,1,1,Johnson and Sons,Wells LLC,4407799522,ricky32@johnson.com,LIC-100230,Yes
18642,Erin Hall,Male,Orthopedics,4,17,Downs Ltd,Rodriguez and Sons,515.944.5736,ldennis@yahoo.com,LIC-100231,Yes
49115,Brian Young,Male,Pediatrics,3,39,Larson-Love,Turner-Grant,(820)540-0198x475,juliebuck@dixon.org,LIC-100232,Yes
27591,Michelle Gordon,Male,Neurology,5,8,Craig-Ryan,"Matthews, Hester and Monroe",980.846.5886x341,hannahpotter@gmail.com,LIC-100233,Yes
92323,Whitney Malone,Male,Orthopedics,4,23,Neal-Cantrell,"Mitchell, Jones and Matthews",(202)031-1842,dcraig@gutierrez-foster.com,LIC-100234,Yes
51814,Joshua Hernandez,Female,Pediatrics,3,36,Mullins-Sandoval,Brown-Brown,001-795-627-1799,marypugh@mays-meyer.net,LIC-100235,Yes
26495,Caitlyn Nelson,Male,Pediatrics,3,12,"Green, Ortiz and Medina",Brown Ltd,9728815397,torresderek@yahoo.com,LIC-100236,Yes
69815,Corey Brown,Male,Neurology,5,1,"Brown, Miller and Wang",Miller Group,467.657.4210,sarah41@conner-gibson.com,LIC-100237,Yes
29906,Terri Bond,Female,Orthopedics,4,28,"Kline, Kim and Foster","Davis, Davis and Smith",969.297.8666x21607,omartinez@reynolds.com,LIC-100238,Yes
29218,Kathryn Kelley,Male,General Medicine,1,17,Brown PLC,"Frazier, Castaneda and Sharp",357.178.0972x523,cynthia31@williams.biz,LIC-100239,Yes
43979,Jennifer Stewart,Female,General Medicine,1,12,Sanchez and Sons,"Morton, Ball and Walls",+1-165-055-9758x74635,kfrench@hotmail.com,LIC-100240,Yes
71022,David Fernandez,Female,Neurology,5,14,Casey PLC,Drake-Singh,(916)321-9745x3840,vjohnson@gmail.com,LIC-100241,Yes
25354,Mark Ward,Female,Pediatrics,3,35,"Larson, Smith and Watson",Lee Inc,(938)053-2742x120,aparks@morris.com,LIC-100242,Yes
30264,Lisa Martinez,Male,Orthopedics,4,1,Beasley Inc,Miranda-Snyder,2317323676,rochaadam@alexander.info,LIC-100243,Yes
67045,Howard Moses,Male,General Medicine,1,21,"Roberts, Stein and Riley",Lewis-Edwards,456.689.1219x93165,perrykrista@gmail.com,LIC-100244,Yes
94159,Joanna Estrada,Female,Neurology,5,30,"White, Levine and Carr",Holloway PLC,094-649-8601x389,larsonlarry@hotmail.com,LIC-100245,Yes
84779,Isabel Smith,Male,General Medicine,1,13,"Gillespie, Garrett and White","Cross, Lopez and Fisher",(607)388-4170x994,pyoung@hotmail.com,LIC-100246,Yes
32561,Gregory Alvarez,Female,Orthopedics,4,21,Kirby-Yang,"Perez, Baker and Rollins",367.660.4151,jayala@gmail.com,LIC-100247,Yes
39810,Clayton West,Female,Pediatrics,3,1,Baker-Soto,"Walls, Meyer and Barrett",5234878330,qclark@steele.net,LIC-100248,Yes
80778,Wayne Mills,Female,Pediatrics,3,2,Perez Group,"Jackson, Peterson and Powell",956.221.7437x636,gonzalezjohn@hotmail.com,LIC-100249,Yes
88356,Jenny Bass,Male,Pediatrics,3,35,"Davis, Clark and Gilbert","Carter, Arnold and Henderson",+1-157-957-8172x281,washingtonstephanie@leach.org,LIC-100250,Yes
39857,Mitchell Boone,Male,Neurology,5,7,Tucker-Arnold,Martinez and Sons,(011)318-6980x28095,ofields@salazar-james.org,LIC-100251,Yes
71081,Michaela Bridges,Female,Cardiology,2,37,"Melendez, Murphy and Allen",Carlson LLC,470-946-1833,amanda30@hotmail.com,LIC-100252,Yes
49815,Amy Rose,Male,Pediatrics,3,39,"Watson, Scott and Hansen",Torres-Smith,6540701651,gsmith@gmail.com,LIC-100253,Yes
85892,Elijah Morgan,Male,Orthopedics,4,23,Austin PLC,Graham Group,+1-320-283-5400x4018,dpowell@lee-hansen.info,LIC-100254,Yes
85976,Sarah Cochran,Male,Cardiology,2,7,Pena Inc,"Mcguire, Campos and Price",+1-456-344-7966x26027,qlynch@gmail.com,LIC-100255,Yes
21204,Sandra Gay,Female,Neurology,5,37,"Steele, Mendez and Leonard",Crawford-Long,001-660-356-0284x141,charles76@gonzalez-wells.com,LIC-100256,Yes
75959,Dr. Renee Oliver,Female,General Medicine,1,14,"Clark, Goodwin and Herrera",Bishop and Sons,788-572-5206x807,jonesmichael@harris.com,LIC-100257,Yes
46648,Ana Shepherd,Male,Pediatrics,3,1,Cisneros Inc,Braun-Hansen,001-544-454-0490,melissa75@yahoo.com,LIC-100258,Yes
8491,Kathryn Scott,Male,Pediatrics,3,22,"Vega, Schmidt and Mason","Davis, Green and Clark",(373)506-3212,orozcotammy@campbell.com,LIC-100259,Yes
2210,Travis Gonzales,Female,General Medicine,1,20,Mcdonald Group,"Miller, Smith and Gray",001-860-601-2712x0251,ruizjessica@gmail.com,LIC-100260,Yes
10639,Melissa Gould,Female,Pediatrics,3,30,"Scott, Moore and Rodriguez","Church, Barrett and Floyd",845.389.9081x88419,williamsavage@pearson.com,LIC-100261,Yes
53257,Jeffrey Ho Jr.,Male,General Medicine,1,24,Lee-Wilkins,Phillips Inc,001-640-275-7914x0992,ggordon@hodges.com,LIC-100262,Yes
81045,Jessica Jarvis,Male,General Medicine,1,9,Scott-Gentry,Roberts Group,001-341-393-8061x8386,candace44@manning.info,LIC-100263,Yes
26211,Ronald Padilla,Female,Pediatrics,3,29,Bautista-Lane,Taylor-Oliver,560.372.0357x75162,stephaniethompson@yahoo.com,LIC-100264,Yes
96322,Amanda Carpenter,Female,Pediatrics,3,15,"Moody, Jones and Gonzalez","Garcia, Hughes and Cervantes",+1-664-095-7606x05781,bushsteven@hoffman.biz,LIC-100265,Yes
83241,Diana Thomas,Female,Cardiology,2,22,"Jenkins, Ellis and Fisher","Burnett, Watkins and Smith",144-594-7342x73137,mason53@gmail.com,LIC-100266,Yes
16486,Timothy Tate,Female,Neurology,5,4,"Weber, Johnson and Shepard","Nelson, Contreras and Day",953-378-6724x981,brodriguez@gonzalez.com,LIC-100267,Yes
95724,Lindsey Berg,Male,General Medicine,1,8,Green-Thomas,Jarvis Ltd,592-364-5421x9405,mwyatt@hotmail.com,LIC-100268,Yes
12173,Kevin Mclean,Male,General Medicine,1,25,Rodriguez-Brown,"Mendoza, Johns and Mendoza",702-281-3862x923,michaelrachael@hunt.com,LIC-100269,Yes
59608,Kurt Thompson,Female,Orthopedics,4,21,"Bates, Hart and Vargas",Figueroa Inc,001-613-985-5057x997,uwalker@gmail.com,LIC-100270,Yes
66576,Ruth Mcdonald,Female,Cardiology,2,2,Warren-Miller,Vega LLC,001-813-329-0483x570,bbrown@hotmail.com,LIC-100271,Yes
2266,Debra Perez,Female,General Medicine,1,35,Morgan Group,Lee-Combs,001-600-331-0981x6604,don91@butler-hammond.com,LIC-100272,Yes
84976,Zachary Beck,Female,Pediatrics,3,27,Travis PLC,"Taylor, Reynolds and Hall",414.945.0267,christinarussell@price-mcguire.com,LIC-100273,Yes
51630,Kevin Owens,Male,Cardiology,2,13,Simmons Ltd,Johnson Group,(109)246-4395,brandysimon@yahoo.com,LIC-100274,Yes
7093,Misty Sparks,Male,Orthopedics,4,30,Fitzpatrick-King,"Watson, Cooper and Phillips",+1-196-807-2487x74439,sandra22@perry-bell.com,LIC-100275,Yes
3617,Jason Ramirez,Female,General Medicine,1,37,"Delgado, Burnett and Ross",Brown Inc,663-652-3213x020,fwelch@hotmail.com,LIC-100276,Yes
83856,Christopher Brown,Female,Orthopedics,4,7,Krause Inc,Anderson-Solis,001-985-357-2345x06747,rosstodd@gmail.com,LIC-100277,Yes
69227,Martin Moore,Female,Pediatrics,3,16,"Porter, Gomez and Nunez","Merritt, King and Mendez",5334408399,yross@garcia.com,LIC-100278,Yes
75619,Yvonne Odom,Female,Orthopedics,4,5,Williams Group,Houston-Ross,580.351.0932,michael06@brown.info,LIC-100279,Yes
81419,George Spencer,Female,Orthopedics,4,11,"Hansen, Crosby and Alvarez",Arroyo-Rich,657-263-0443x95374,pnichols@pope.com,LIC-100280,Yes
28442,Dave Brown,Male,Neurology,5,20,Sullivan-Decker,Terry Ltd,001-963-467-0587x757,bvaldez@bishop.biz,LIC-100281,Yes
68966,Joshua York,Male,Neurology,5,30,Harvey PLC,Jacobs-Williamson,001-180-588-5836,fieldsstephanie@yahoo.com,LIC-100282,Yes
83285,Antonio Rios,Male,Cardiology,2,9,Lloyd PLC,Gallegos Inc,+1-742-081-9930x39225,angelagonzalez@hardin-middleton.com,LIC-100283,Yes
30419,Eric Browning,Male,General Medicine,1,33,Oliver Group,Walters-Taylor,(718)642-2069x91500,patrickgregory@yahoo.com,LIC-100284,Yes
55490,Jason Booth,Male,Orthopedics,4,24,"Reed, Calhoun and Dunn",Reilly LLC,1717954086,cperkins@hotmail.com,LIC-100285,Yes
84153,Ryan Shelton,Male,Orthopedics,4,23,"Hoover, White and Allen",Morales and Sons,654.748.5338,fowlerbrent@burton-walker.biz,LIC-100286,Yes
34948,Edward Jackson,Male,Pediatrics,3,26,"Forbes, Davis and Cox","King, George and Graham",(579)727-8901x6806,erikgarner@shaw-newman.com,LIC-100287,Yes
3893,Sandra Jackson,Male,Pediatrics,3,22,Zamora-Black,"Carey, Ingram and Hudson",(247)440-7868x9876,rwebb@rodriguez-smith.com,LIC-100288,Yes
7343,Alexander Rivera,Male,Cardiology,2,11,Arnold LLC,Villegas-Love,+1-849-033-3026,lewisjonathan@wilson.com,LIC-100289,Yes
31258,Lauren Mccormick,Male,Orthopedics,4,38,Chavez and Sons,"Bradley, Gardner and Jackson",956.318.6638,taylordaniel@cross-short.com,LIC-100290,Yes
457,Garrett Kelley,Male,General Medicine,1,16,Bryant Group,Bauer-Maldonado,325-660-2199,upoole@burke.org,LIC-100291,Yes
54708,Michael Simon,Female,Orthopedics,4,19,Clark-Moore,Obrien Ltd,+1-133-876-3331,langjason@hotmail.com,LIC-100292,Yes
56091,Roy Barker,Male,Neurology,5,6,Velez Ltd,Johnson-Wagner,4876412853,ronnieerickson@hotmail.com,LIC-100293,Yes
24874,Cody Smith,Male,Cardiology,2,31,Murray Group,Knight Ltd,(269)152-5721x71765,ycummings@figueroa.com,LIC-100294,Yes
53005,Jennifer Marshall,Male,General Medicine,1,17,Phillips-Lee,Shaw and Sons,(310)507-4837,dennis13@taylor-rodriguez.com,LIC-100295,Yes
1674,Sandra Baker,Female,Pediatrics,3,28,Torres PLC,"Williams, Beard and Evans",+1-560-263-7914x685,scottmurphy@hotmail.com,LIC-100296,Yes
47805,Debbie Clark,Male,Cardiology,2,20,Morales-Chen,"Lawson, Winters and Wilson",1152248859,houstoncindy@hotmail.com,LIC-100297,Yes
31873,Dean Gaines,Female,Cardiology,2,14,Wade Ltd,"Morris, Cruz and Roberts",001-475-438-1906,lawsondavid@brown.com,LIC-100298,Yes
30838,Kathryn Campbell,Male,Pediatrics,3,16,Johnson-Schultz,"Harris, Holden and Bennett",+1-681-495-7027x83649,david62@yahoo.com,LIC-100299,Yes
55586,Shannon Maynard,Male,Neurology,5,5,"Proctor, Pearson and Frost",Anderson and Sons,001-285-463-5789x7279,grantbrenda@yahoo.com,LIC-100300,Yes
40020,Sarah Baldwin,Male,Orthopedics,4,21,Bruce and Sons,Lopez LLC,624-619-9336x26058,josephforbes@hotmail.com,LIC-100301,Yes
31034,Jimmy Rodriguez,Male,Neurology,5,2,"Johnson, Barton and Garcia",Phelps and Sons,(206)923-4929,markcarr@hotmail.com,LIC-100302,Yes
49109,Benjamin Todd,Female,Orthopedics,4,36,Davis-Valentine,Rice-Hall,2142337728,dbass@yahoo.com,LIC-100303,Yes
8305,Reginald Jackson Jr.,Female,Cardiology,2,15,"Roman, Gonzales and Lynch",Phillips-Martin,550-046-5451x5065,croberts@castillo.com,LIC-100304,Yes
73878,Robert Myers,Female,General Medicine,1,32,Hayden-Marsh,"Hansen, Kim and Bradley",+1-613-622-0347,alexanderrichard@norton.biz,LIC-100305,Yes
34502,Christine Gomez,Male,Pediatrics,3,25,Chan Group,Rivas-Mcdowell,(224)499-5008,zestes@daniels-smith.com,LIC-100306,Yes
40984,Stephen Young,Male,Cardiology,2,23,Conner Ltd,"Holt, Green and Kelly",837-355-1312x755,williamsaaron@yahoo.com,LIC-100307,Yes
67804,Lisa Bonilla,Female,Cardiology,2,31,Barker PLC,"Jackson, Clark and Rich",(366)639-9376x13849,bholloway@roberson.org,LIC-100308,Yes
94793,Kevin George,Male,Orthopedics,4,1,Phillips and Sons,Rodriguez PLC,+1-333-280-6398x7900,jpatel@baldwin.info,LIC-100309,Yes
51159,Stephanie Jordan,Male,Neurology,5,20,Davis-James,Summers LLC,922-893-8137,chloe70@hotmail.com,LIC-100310,Yes
86692,Veronica Abbott,Male,Neurology,5,16,Martinez Inc,"Bell, Haas and Hampton",204-638-7856x90971,brownrobert@ross-sanchez.info,LIC-100311,Yes
53411,Jeremiah Lynch,Male,Cardiology,2,9,"Cook, Cooper and Schwartz",Travis-Montes,690.894.0404x387,hjackson@castillo-kaufman.net,LIC-100312,Yes
72675,Derek Johnson,Female,Orthopedics,4,17,Simpson-Crawford,Williams-Hart,019.661.2591x56896,estradadeborah@yahoo.com,LIC-100313,Yes
79111,John Davis,Female,Cardiology,2,20,Mitchell-Montgomery,Singleton-Phillips,096-131-7254,brenda74@page-barnes.biz,LIC-100314,Yes
22913,Brian Perkins,Female,Orthopedics,4,20,"Simon, Fisher and Rodriguez",Turner-Hughes,875.683.7107,brenda16@jennings.com,LIC-100315,Yes
30109,Benjamin Mitchell,Male,General Medicine,1,39,Kane Group,"Williams, Bruce and Gardner",(030)202-4008x1080,dpham@lindsey.com,LIC-100316,Yes
77566,Paul Gardner,Male,Orthopedics,4,32,"Morgan, Miller and Middleton","Goodwin, Collier and Williams",(727)846-5427x53149,aaron14@molina-schwartz.com,LIC-100317,Yes
11504,David Peck,Male,Pediatrics,3,20,"Gross, Myers and Wagner",Kidd-Johnson,001-291-849-5930,tbarnett@gmail.com,LIC-100318,Yes
70785,Kaitlyn Savage,Male,Orthopedics,4,24,Powers Ltd,"Erickson, English and Malone",(521)887-7269x439,andrewcooper@hotmail.com,LIC-100319,Yes
91553,Michael Shepard,Male,Orthopedics,4,3,Lewis-Ortega,Jennings-Chen,8506307483,kathleen77@gmail.com,LIC-100320,Yes
83715,Patrick Riley,Female,Orthopedics,4,38,Brown PLC,Henderson-Watts,+1-625-220-9246x26394,vberg@hotmail.com,LIC-100321,Yes
89518,Ellen Stevens,Female,General Medicine,1,29,Hayes-Scott,"Oconnell, Obrien and Patton",+1-725-963-5780x40055,pwells@gmail.com,LIC-100322,Yes
54456,Michael Turner,Male,Neurology,5,37,Chan Group,Navarro and Sons,001-210-822-2220x585,spencerscott@gmail.com,LIC-100323,Yes
76341,Anthony Santana,Female,Cardiology,2,9,Joseph-Herrera,"Barnes, Mckee and Matthews",7994756501,rodriguezdevin@logan.com,LIC-100324,Yes
83609,John Castro,Female,Neurology,5,18,Hughes-Taylor,"Walters, Benson and Gross",136-279-3787x4558,pthompson@krause.com,LIC-100325,Yes
96922,Kenneth Clark,Male,Neurology,5,26,"Reilly, Marshall and Chen",Morales Group,541.905.7180x199,lauratran@paul.com,LIC-100326,Yes
8261,Kyle Watson,Female,General Medicine,1,17,Morgan-Klein,"Price, Melton and Mathis",+1-381-896-1012x801,ahampton@gmail.com,LIC-100327,Yes
27022,Suzanne Snyder,Male,Pediatrics,3,34,Williams-Daugherty,"Jackson, Wright and Hays",005-290-0503x85173,wellsnicholas@rose.com,LIC-100328,Yes
518,Eric Cooper,Male,Cardiology,2,10,"Marquez, Perry and Dixon",Adams Inc,866.059.5691,sotocharles@gmail.com,LIC-100329,Yes
37958,Daniel Terry,Male,Pediatrics,3,8,Anderson Inc,"Lopez, Hamilton and Hall",425-639-4294,ccolon@gmail.com,LIC-100330,Yes
90632,Jason Vargas,Female,Orthopedics,4,3,Kirby Group,"Moran, Lane and Arnold",001-858-035-8683x484,brookemassey@yahoo.com,LIC-100331,Yes
31901,Stephanie Peterson,Male,General Medicine,1,30,Flores-Harris,"Campbell, Jones and Zavala",(868)654-8398x4979,gabrielthompson@hotmail.com,LIC-100332,Yes
51807,Teresa Rogers,Male,General Medicine,1,29,Bradford Inc,Moyer Group,388-958-0842,christopher79@hotmail.com,LIC-100333,Yes
36505,Robin White,Male,Orthopedics,4,29,Ruiz-French,"Hart, Robinson and Walton",+1-601-618-1947x7688,qhernandez@gmail.com,LIC-100334,Yes
31664,Danielle Bradley,Male,General Medicine,1,15,"Wright, Spears and Leblanc",Oconnor LLC,001-351-754-6142x028,tfritz@gmail.com,LIC-100335,Yes
29410,Regina Hughes,Female,General Medicine,1,17,"Miles, Newman and Young",Berg-Smith,3417110526,lisacross@diaz.com,LIC-100336,Yes
26593,Alec Jones,Female,Orthopedics,4,35,Evans-Weaver,Miller-Nguyen,505.065.2662x5092,ibond@jordan.biz,LIC-100337,Yes
48127,Jacob Hansen,Male,Neurology,5,6,Lopez-Greene,Glenn-Larson,855-135-4570x20169,cpowell@yates.net,LIC-100338,Yes
40909,Teresa Wilson,Male,General Medicine,1,11,"Ramirez, Campbell and Howe",Reid-Schaefer,+1-653-489-0212x3197,agoodwin@yahoo.com,LIC-100339,Yes
75636,Emily Fisher,Male,Orthopedics,4,26,Kennedy-Brown,"Herring, Lambert and Small",0974664594,maykirk@hotmail.com,LIC-100340,Yes
36921,Brian Powell,Male,Neurology,5,20,Walls Ltd,Torres PLC,+1-580-302-9098x732,fsmith@gmail.com,LIC-100341,Yes
80215,Holly Austin,Male,General Medicine,1,31,Walker-Leon,Stevenson-Horton,256-123-6751,marcuscampos@richardson.net,LIC-100342,Yes
96528,Gregory Howell,Male,Pediatrics,3,16,Carpenter-Jackson,"James, Perez and Hodge",734.511.9259x16575,rosewilliam@gmail.com,LIC-100343,Yes
15125,Anthony Gomez,Male,Pediatrics,3,13,Bauer-Pierce,"Rivera, Price and Combs",+1-103-496-6665x21215,margaret78@aguilar.com,LIC-100344,Yes
29568,Desiree Bruce,Female,Pediatrics,3,7,Ramirez LLC,Russell-Reyes,809-717-0664x2446,vgoodman@morris.info,LIC-100345,Yes
54685,John Tanner,Female,General Medicine,1,26,Thompson and Sons,"Hamilton, Barber and Dixon",151-466-2689x474,john20@hotmail.com,LIC-100346,Yes
34358,Janice Donaldson,Male,Pediatrics,3,1,"Griffith, Hunter and Jackson","Williams, Pearson and Cook",001-668-458-0305x2486,jburke@davis-garcia.net,LIC-100347,Yes
81689,Samuel Mcconnell,Male,Neurology,5,38,"Patterson, Buchanan and Bowers",Hill LLC,001-483-515-9457,dlopez@allen.com,LIC-100348,Yes
45439,Clinton Bruce,Female,General Medicine,1,16,Butler Group,"Stevens, Walton and Mendoza",(588)538-6328,burkegail@ward.com,LIC-100349,Yes
